Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59
B701_Atsitsege,1,1,23,19,31,19,22,2,29,1,3,1,29,1,44,8,11,1,2,1,9,1,11,4,2,7,17,10,3,7,34,1,1,1,35,4,1,5,14,17,11,1,1,10,17,1,2,23,24,18,34,19,1,34,24,20,3,6,3,11,7,27,5,11,2,4,1,11,5,4,18,1,8,2,1,3,1,21,10,6,18,9,12,6,1,1,11,3,1,1,12,30,2,4,23,17,25,7,18,19
B77b_Fumu,1,1,23,37,?,32,7,2,14,1,3,1,29,?,23,8,?,1,1,1,9,1,11,?,2,?,?,10,3,7,34,?,1,?,35,?,1,?,14,17,11,1,8,10,?,?,?,23,24,?,34,19,1,34,24,31,3,6,3,?,7,27,5,11,2,?,30,11,?,4,18,?,?,?,8,?,?,21,?,?,?,25,12,6,?,?,1,3,1,1,?,?,?,4,?,17,?,7,?,?
B78_Wuumu,10,1,23,23,?,32,22,2,14,1,2,1,31,?,44,8,?,1,1,1,9,1,3,?,2,?,?,10,3,7,34,?,17,?,36,?,1,?,27,17,11,22,8,23,?,?,?,23,24,?,34,19,1,34,24,20,3,6,3,?,7,27,7,11,2,4,1,33,?,4,18,?,?,?,1,?,?,21,?,?,?,3,42,6,?,?,1,3,1,1,?,?,?,4,?,17,?,7,?,?
B81_Tiene,11,1,23,23,15,32,7,2,19,1,2,1,11,1,42,8,12,1,2,1,9,1,13,4,2,4,17,10,3,33,34,?,1,1,8,4,1,5,13,17,1,1,8,11,17,1,?,10,24,18,27,20,1,19,24,23,1,6,4,14,7,27,5,11,2,4,1,34,5,15,18,1,?,2,12,3,1,18,10,1,19,25,43,6,1,1,1,3,1,1,16,30,2,24,23,26,10,7,18,35
B85d_Nsongo,17,1,11,23,?,32,44,2,30,1,2,1,21,?,44,8,?,1,1,1,9,1,3,?,2,?,?,10,3,7,34,?,17,?,36,?,1,?,27,6,3,22,1,16,?,?,?,23,3,?,27,4,1,35,24,20,1,15,4,?,19,27,7,5,2,4,31,34,?,15,1,?,?,?,1,?,1,18,?,?,?,25,33,6,?,?,1,3,1,6,?,?,?,9,?,17,?,7,?,?
B86_Dzing,17,18,23,23,?,32,7,2,15,1,2,1,14,?,18,8,?,1,2,1,4,1,3,4,2,?,?,10,3,7,23,?,1,?,36,?,1,5,27,6,1,23,1,16,17,1,?,23,3,18,27,4,1,36,24,20,1,15,4,?,19,27,7,21,2,4,14,33,5,15,18,?,?,?,12,?,1,18,17,?,?,3,43,6,?,?,1,3,1,15,?,?,?,4,23,17,?,7,?,?
B865_Nzadi,11,18,23,23,15,21,43,4,15,1,2,1,14,1,5,8,2,1,1,1,3,1,12,4,2,4,17,10,3,7,23,1,1,1,36,4,1,19,27,6,1,23,1,11,17,1,?,23,3,18,27,4,1,19,24,20,1,15,4,11,7,1,7,11,2,4,14,33,5,15,18,1,5,2,12,3,1,18,10,1,4,9,33,6,1,1,1,3,1,1,12,30,2,4,15,17,27,7,38,25
B861_Ngul,1,18,35,23,21,33,43,2,?,1,2,13,29,1,18,8,2,1,1,1,3,1,12,4,2,19,17,1,3,7,23,?,1,1,36,?,1,5,23,6,1,1,1,11,27,1,11,23,3,1,27,4,1,?,29,13,1,4,4,?,7,28,7,11,2,4,14,33,5,15,1,?,5,2,12,?,1,18,17,?,20,12,44,6,1,1,1,3,24,1,12,30,2,4,2,17,25,7,?,?
B82_Buma,2,1,23,23,15,32,43,2,15,1,21,1,21,1,18,8,13,1,2,1,3,1,3,4,2,4,17,1,3,7,34,?,1,1,3,?,1,5,27,6,11,?,8,16,17,1,11,23,24,18,27,4,1,19,24,23,1,15,4,?,19,1,7,5,2,4,14,35,5,15,18,?,8,26,8,?,1,18,13,?,5,3,44,6,1,1,1,3,1,1,12,30,2,4,2,17,10,?,?,?
B86_Dinga,17,1,23,23,31,32,44,2,15,1,2,1,32,1,18,8,2,1,1,1,3,1,12,4,2,4,17,10,3,7,34,?,1,1,3,?,1,5,27,6,11,1,1,16,17,1,11,23,3,18,27,4,1,36,24,20,1,15,4,?,19,27,7,21,2,4,14,35,5,15,18,?,5,24,12,?,1,18,17,1,4,3,43,6,1,1,1,3,1,1,12,30,2,4,23,17,28,7,?,?
B84_Mbunda,17,1,23,23,31,32,44,2,14,1,2,1,32,1,18,43,2,?,1,1,9,1,12,4,2,4,17,10,3,7,34,?,17,1,36,?,1,19,27,6,11,1,1,16,17,1,2,23,3,18,35,4,1,34,24,20,1,4,4,?,8,27,7,5,2,4,1,33,5,15,18,?,5,2,28,?,1,18,10,1,4,25,33,6,1,1,1,3,1,6,12,30,2,4,?,17,25,7,?,?
B85_Yanzi,1,1,11,23,15,32,44,2,15,1,2,1,21,1,29,8,2,1,1,1,3,1,12,4,2,4,17,10,3,7,34,?,17,1,37,?,1,5,27,6,11,1,18,16,17,1,2,23,24,22,27,4,1,34,?,32,1,15,4,?,19,27,7,22,2,4,1,36,5,15,24,?,5,27,8,?,1,21,10,?,4,25,33,6,1,1,1,3,1,1,17,30,19,4,23,17,10,7,?,?
B85e_Mput,2,1,35,23,21,32,43,2,31,1,2,1,32,1,18,8,2,1,1,1,3,1,12,4,2,4,17,1,27,7,34,?,1,1,36,?,1,5,27,6,11,24,1,16,17,1,11,23,3,18,27,4,1,36,30,?,1,15,3,?,19,27,7,12,2,4,14,37,5,15,18,?,5,2,29,?,1,18,10,1,4,3,43,6,1,1,1,3,1,1,12,30,2,4,15,17,10,30,?,?
B862_Lwel,19,18,23,23,?,32,7,2,15,1,2,1,32,?,18,8,?,1,2,1,9,1,12,?,2,?,?,10,3,7,23,?,1,?,3,?,1,?,27,6,1,23,1,11,?,?,?,23,3,?,27,4,1,37,24,20,1,15,4,?,19,27,7,21,2,4,14,16,?,13,18,?,?,?,12,?,1,18,?,?,?,26,43,6,?,?,1,3,1,1,?,?,?,25,?,17,?,7,?,?
B864_Ngong,17,1,11,23,?,34,7,2,32,1,14,1,23,?,29,8,?,1,1,1,9,1,12,?,2,?,?,10,3,7,34,?,17,?,36,?,1,?,27,6,11,1,1,16,?,?,?,23,3,?,27,4,1,34,24,20,3,16,3,?,19,27,7,5,2,4,32,34,?,27,25,?,?,?,30,?,1,18,?,?,?,25,33,6,?,?,1,3,1,1,?,?,?,4,?,17,?,7,?,?
B863_Pindi,17,1,23,23,15,32,7,2,?,1,2,1,21,1,18,8,2,1,1,1,9,1,13,4,2,4,17,10,3,7,34,?,17,1,36,?,1,20,27,6,3,22,1,16,17,1,2,23,3,18,27,4,1,38,?,32,1,15,4,?,19,27,7,23,2,4,14,12,5,15,18,?,5,2,1,?,1,18,10,1,4,3,33,6,1,1,1,3,1,1,12,30,19,4,2,17,10,7,?,?
H11_Beembe,18,1,23,22,33,19,7,2,33,1,3,1,14,1,29,44,?,1,1,1,3,1,3,4,2,4,17,10,3,7,34,23,17,1,35,4,1,5,13,17,1,1,1,23,17,1,2,24,3,18,34,4,1,36,19,20,1,6,3,5,7,1,7,5,2,4,1,30,5,12,18,1,5,2,9,?,1,21,1,1,4,3,33,6,1,1,1,3,1,6,12,30,2,4,22,13,29,13,18,36
H111_Hangala,17,1,36,22,?,19,22,2,33,24,3,1,14,?,29,44,2,1,1,1,3,1,3,?,2,?,?,1,3,7,36,?,17,?,35,?,30,19,2,6,1,1,1,23,?,?,?,25,21,?,34,4,1,39,19,20,1,6,3,?,7,27,7,5,2,4,1,30,?,12,1,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,1,3,1,6,?,?,?,4,?,13,?,13,?,?
H12_Civili_Congo,18,1,34,22,?,1,7,2,7,24,3,1,28,1,29,44,19,1,1,1,3,1,9,4,2,4,17,1,3,31,34,?,17,?,35,?,30,19,13,31,1,22,1,11,17,1,?,25,23,18,34,4,1,1,24,20,1,6,4,11,8,29,22,5,2,4,1,31,?,12,18,1,5,2,9,3,1,21,1,1,4,9,33,6,?,?,1,3,1,1,12,30,2,4,22,17,10,13,?,19
H16_Kikongo,17,1,36,22,34,1,7,2,15,24,3,1,28,1,29,44,2,1,1,1,3,1,9,4,2,?,17,1,3,7,36,1,17,1,35,4,30,19,13,6,1,22,18,24,17,1,18,25,23,18,34,4,1,34,24,20,1,6,4,11,7,27,7,5,2,4,1,30,5,13,18,1,5,2,9,3,1,21,18,1,4,3,33,6,1,1,1,3,1,6,12,30,2,4,2,17,29,13,29,36
H16c_Yombe,17,1,34,22,35,1,7,2,7,24,3,1,10,1,42,44,2,1,2,1,3,1,9,4,2,?,?,10,3,31,34,1,17,?,35,?,30,19,13,31,1,22,1,11,17,1,2,25,23,18,34,4,1,18,24,20,1,6,4,11,8,29,22,5,2,4,1,31,22,4,18,14,?,28,9,3,1,21,?,?,?,3,33,6,?,?,1,3,1,1,12,30,2,9,?,17,10,13,39,?
H16f_Laadi,17,1,36,22,34,19,7,2,15,24,3,1,28,1,29,44,?,1,1,1,3,1,3,4,2,?,17,10,3,7,36,1,14,1,38,4,30,?,13,31,1,22,1,23,17,?,?,25,21,18,34,4,1,39,31,20,1,6,3,?,7,27,7,5,2,4,1,30,5,15,18,?,?,?,9,3,1,21,?,1,4,3,33,6,1,1,1,3,1,6,12,25,2,4,?,13,?,13,?,?
H16g_Ntandu,17,1,36,38,?,1,?,2,33,24,3,1,28,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,36,?,17,?,35,?,30,?,13,6,1,22,1,11,?,?,?,26,3,?,8,21,1,40,31,20,1,6,4,?,7,27,7,5,2,4,1,30,?,15,18,?,?,?,9,?,?,21,?,?,?,3,33,6,?,?,14,3,1,6,?,?,?,9,?,17,?,13,?,?
H31_Yaka,17,1,36,24,15,1,45,2,32,24,3,1,14,1,29,44,2,1,1,1,3,1,9,5,2,13,17,10,3,7,34,1,1,1,39,4,30,19,13,6,1,22,18,19,17,1,11,25,3,18,34,4,1,41,24,20,1,6,4,11,7,27,7,5,2,4,1,33,5,13,18,9,5,2,9,3,1,21,19,1,4,3,33,6,1,1,14,3,1,6,12,25,2,4,2,13,10,13,18,37
H321_Soonde,17,1,11,24,?,1,46,14,19,24,2,1,14,?,29,44,2,1,1,1,3,1,3,?,2,?,?,10,3,7,23,?,17,?,40,?,30,19,2,6,1,25,1,19,17,?,?,24,3,18,27,4,24,42,32,20,1,16,4,?,7,27,5,5,2,4,1,1,?,13,18,1,?,?,31,?,1,21,1,?,?,9,33,6,?,?,1,3,25,1,?,?,?,4,?,13,?,7,?,?
H32_Suku,17,1,36,24,?,21,45,2,32,24,14,1,28,?,29,44,?,1,1,1,3,1,20,?,2,?,?,10,3,7,34,?,17,?,41,?,30,?,23,6,1,1,18,19,?,?,?,25,3,?,34,4,1,37,24,20,1,6,3,?,7,27,7,5,2,4,1,33,?,13,18,?,?,?,10,?,1,21,?,?,?,3,33,6,?,?,1,3,1,1,?,?,?,4,?,13,?,13,?,?
H41_Mbala,10,1,36,24,?,1,7,14,19,1,14,1,14,?,29,44,?,1,1,1,3,1,3,?,2,?,?,10,3,7,23,?,1,?,39,?,30,?,27,32,1,25,1,16,?,?,?,24,3,?,27,4,1,1,33,20,1,16,4,?,20,27,5,5,2,4,1,30,?,15,18,?,?,?,1,?,1,21,?,?,?,9,33,6,?,?,1,4,25,1,?,?,?,4,?,27,?,31,?,?
H42_Hunganna,17,1,37,23,?,1,7,2,32,24,2,1,14,?,29,44,?,1,1,1,4,1,3,?,2,?,?,10,3,7,34,?,17,?,35,?,30,?,13,33,3,22,18,16,?,?,?,5,3,?,34,4,1,34,31,20,1,6,4,?,7,27,7,5,2,4,1,33,?,15,18,?,?,?,1,?,1,21,?,?,4,3,33,6,?,?,14,3,1,6,?,?,?,4,?,17,?,13,?,?
H16a_Kisikongo_2013,17,1,37,?,?,1,7,2,33,24,3,13,14,?,18,44,?,1,1,1,3,1,9,?,2,?,?,10,3,7,23,?,17,?,35,?,30,?,13,6,1,22,1,24,?,?,?,25,22,?,34,4,1,37,?,20,1,6,3,?,7,1,23,5,2,4,1,30,?,13,18,?,?,?,9,?,1,21,?,?,?,3,12,6,?,?,17,3,1,6,?,?,?,9,?,17,?,13,?,?
H16a_Kisolongo_DRC_2012,17,1,37,?,?,1,47,2,32,24,3,1,14,?,29,44,?,1,9,1,3,1,9,?,2,?,?,10,3,7,33,?,17,?,6,?,30,?,13,6,1,22,1,23,?,?,?,25,3,?,34,4,1,37,24,20,1,6,3,?,21,1,23,5,2,4,1,32,?,13,18,?,?,?,9,?,1,21,?,?,?,3,33,22,?,?,1,3,1,6,?,?,?,9,?,17,?,13,?,?
H16b_Kindibu_2013,17,1,37,39,?,1,7,2,33,24,3,1,28,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,36,?,17,?,42,?,30,?,13,6,1,22,1,24,?,?,?,25,25,?,34,4,1,34,31,20,1,6,3,?,7,27,7,5,2,4,1,30,?,?,18,?,?,?,9,?,1,21,?,?,?,3,12,6,?,?,1,3,1,6,?,?,?,9,?,17,?,13,?,?
H16g_Kimpangu_2012,10,1,36,22,?,1,7,2,33,24,3,1,28,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,36,?,17,?,3,?,30,?,13,6,1,22,1,24,?,?,?,25,25,?,34,4,1,43,31,20,1,6,4,?,7,27,7,5,2,4,1,33,?,?,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,14,3,1,6,?,?,?,9,?,17,?,13,?,?
H16h_Kinkanu_2012,17,1,36,22,?,1,7,2,34,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,10,3,7,36,?,23,?,35,?,30,?,13,6,1,22,1,?,?,?,?,25,23,?,34,4,1,44,31,20,1,6,4,?,7,27,7,5,2,4,1,33,?,15,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,14,3,1,6,?,?,?,9,?,17,?,13,?,?
H16d_Ciwoyo_DRC_2012,17,1,36,40,?,1,22,2,7,24,3,1,14,?,29,44,?,1,1,1,3,1,21,?,2,?,?,10,3,31,34,?,17,?,40,?,30,?,13,6,1,22,1,23,?,?,?,25,23,?,34,22,1,37,24,20,1,6,4,?,22,29,22,12,2,4,1,31,?,13,18,?,?,?,9,?,21,21,?,?,?,9,33,22,?,?,14,3,1,1,?,?,?,9,?,17,?,13,?,?
H16c_Kiyombe_DRC_1982,17,1,36,38,?,1,7,2,35,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,10,3,7,34,?,17,?,35,?,30,?,2,6,1,22,1,23,?,?,?,25,26,?,34,22,1,37,24,20,1,6,4,?,7,29,22,5,2,4,1,31,?,13,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,1,3,1,1,?,?,?,9,?,28,?,13,?,?
H13_Kikunyi_1989,17,1,38,19,?,19,22,2,33,24,3,1,28,?,29,44,?,1,?,1,3,1,12,?,2,?,?,10,3,7,34,?,23,?,35,?,30,?,2,34,1,22,1,11,?,?,?,24,22,?,34,4,1,39,19,20,1,6,3,?,7,29,21,5,2,4,1,30,?,12,1,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,1,3,1,6,?,?,?,4,?,13,?,13,?,?
H131_Kisundi_Congo_Kimongo_1988,17,1,36,40,?,19,22,2,33,24,3,1,14,?,29,44,?,1,9,1,3,1,9,?,2,?,?,1,3,7,36,?,17,?,43,?,21,?,2,31,1,22,1,25,?,?,?,25,21,?,34,4,1,45,19,20,1,6,3,?,7,27,7,5,2,4,1,30,?,12,18,?,?,?,9,?,1,21,?,?,?,3,12,6,?,?,1,3,1,6,?,?,?,9,?,13,?,13,?,?
H21a_Kimbundu,1,1,36,41,?,1,7,14,1,26,2,1,14,?,29,44,?,1,1,1,13,7,11,?,9,?,?,10,3,7,33,?,17,?,39,?,30,?,2,35,1,25,1,16,?,?,?,25,27,?,27,4,12,40,24,20,5,16,4,?,7,1,23,5,2,4,1,38,?,13,18,?,?,?,9,?,1,21,?,?,?,3,24,6,?,?,1,4,1,1,?,?,?,4,?,29,?,7,?,?
H16_Cizobe,17,1,36,40,?,1,7,2,7,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,10,3,31,34,?,17,?,35,?,30,?,13,6,1,22,1,23,?,?,?,25,26,?,34,22,1,37,24,20,1,6,4,?,22,29,22,5,2,4,1,31,?,13,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,1,3,1,1,?,?,?,9,?,28,?,13,?,?
H16_Kimbata_Ngidinga,17,1,36,?,?,1,7,2,33,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,36,?,17,?,35,?,30,?,13,6,1,22,1,24,?,?,?,25,25,?,34,4,1,44,31,20,1,6,4,?,7,27,7,5,2,4,1,37,?,15,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,14,3,1,6,?,?,?,4,?,17,?,13,?,?
H16_Kimbeko,17,1,36,22,?,1,7,2,33,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,36,?,23,?,?,?,30,?,13,6,1,22,1,24,?,?,?,25,23,?,34,4,1,44,31,20,1,6,4,?,7,27,7,5,2,4,1,33,?,15,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,14,3,1,6,?,?,?,9,?,17,?,13,?,?
H16_Cimbala,10,1,36,38,?,1,7,2,33,24,3,1,14,?,29,44,?,1,1,1,3,1,9,?,2,?,?,1,3,7,34,?,17,?,39,?,30,?,13,6,1,22,1,23,?,?,?,25,23,?,34,4,1,37,19,20,1,6,4,?,7,29,23,5,2,4,1,30,?,13,18,?,?,?,9,?,21,21,?,?,?,3,33,23,?,?,1,3,1,6,?,?,?,9,?,17,?,13,?,?
H16_Cilinji,17,1,36,40,?,1,7,2,7,24,3,1,33,?,29,44,?,1,9,1,3,1,9,?,2,?,?,1,3,31,34,?,17,?,35,?,30,?,13,6,1,22,1,23,?,?,?,25,26,?,34,22,1,37,24,20,1,6,4,?,23,29,22,5,2,4,1,31,?,13,18,?,?,?,9,?,1,21,?,?,?,3,33,6,?,?,1,3,1,1,?,?,?,9,?,28,?,13,?,?
L11_Pende,20,1,11,40,36,1,48,14,19,21,2,1,14,1,29,44,2,1,1,1,9,1,3,5,2,7,17,10,3,35,23,1,1,1,44,4,30,19,23,36,1,25,1,26,17,1,2,24,3,31,27,22,1,46,24,20,1,16,4,15,7,27,5,5,2,4,1,22,5,28,18,1,5,2,1,?,1,21,1,10,4,27,24,6,1,1,1,4,1,1,12,37,2,4,2,24,10,13,40,19
L13_Kwese,21,1,39,24,?,21,46,14,19,24,14,1,14,?,29,44,?,1,1,1,3,1,11,?,2,?,?,10,3,35,23,?,1,?,3,?,1,?,2,6,3,25,1,16,?,?,?,24,3,?,27,22,1,47,33,20,1,16,4,?,7,27,5,5,2,4,1,1,?,13,18,?,?,?,1,?,1,21,?,?,?,12,33,6,?,?,1,4,1,1,?,?,?,4,?,24,?,13,?,?
L23_Songe,22,1,11,23,36,26,28,2,19,21,2,1,14,1,27,45,13,1,1,15,3,1,3,4,2,7,25,24,28,7,37,26,22,1,45,4,1,1,2,20,3,26,1,19,14,1,2,18,22,18,36,23,1,40,32,2,5,16,4,16,7,1,6,11,2,17,33,22,5,29,18,1,?,?,1,3,1,21,1,11,?,12,5,6,1,1,1,3,1,11,17,38,20,6,13,27,?,7,29,25
L31a_Luba-Kasai,23,1,11,42,37,26,7,2,19,21,2,1,34,1,47,37,13,1,1,1,9,1,3,4,2,7,25,1,3,7,3,?,22,1,39,4,1,1,35,6,3,25,19,19,14,1,2,18,28,18,8,3,1,40,32,2,5,16,4,3,7,1,5,12,2,4,1,22,18,13,18,1,11,2,1,3,1,21,1,12,4,12,5,6,1,1,1,3,1,11,11,39,2,4,2,24,?,7,29,25
L32_Kanyok,1,1,11,40,?,26,7,2,19,21,2,1,34,?,47,8,?,1,1,1,3,1,3,?,2,?,?,25,3,7,37,?,24,?,?,?,31,?,36,6,1,?,1,19,?,?,?,24,28,?,8,24,1,48,32,2,3,16,4,?,7,1,5,24,2,4,1,22,?,13,18,?,?,?,32,?,1,21,?,?,?,12,5,6,?,?,1,3,25,11,?,?,?,4,?,24,?,7,?,?
L34_Hemba,1,1,11,40,?,26,28,2,19,27,2,1,23,?,48,37,?,1,1,1,9,1,3,?,2,?,?,10,3,7,37,?,22,?,35,?,30,?,23,20,11,27,20,19,?,?,?,18,29,?,36,24,1,40,32,2,5,16,4,?,7,1,5,11,2,4,33,22,?,13,18,?,?,?,33,?,1,21,?,?,?,12,5,6,?,?,1,3,1,11,?,?,?,26,?,27,?,7,?,?
L35_Sanga,1,1,11,40,?,26,49,2,19,21,2,1,14,?,27,8,?,1,1,15,4,1,3,?,2,?,?,10,3,7,37,?,25,?,35,?,1,?,37,6,3,27,1,19,?,?,?,18,30,?,36,25,1,40,32,2,1,6,4,?,6,1,24,11,2,4,33,22,?,13,18,?,?,?,1,?,1,21,?,?,?,12,45,6,?,?,1,3,1,11,?,?,?,4,?,27,?,7,?,?
L41_Kaonde,1,1,11,40,?,1,50,2,19,21,2,1,14,?,27,8,?,1,1,15,4,1,3,?,2,?,?,1,3,7,37,?,25,?,35,?,30,?,2,6,3,25,1,19,?,?,?,18,22,?,36,25,1,40,32,?,1,6,4,?,?,1,24,11,2,4,33,22,?,13,18,?,?,?,1,?,1,21,?,?,?,12,5,6,?,?,1,3,1,11,?,?,?,4,?,27,?,7,?,?
L51_Salampasu,24,19,11,43,?,1,51,14,19,1,2,1,35,?,44,44,?,1,1,1,3,1,3,?,2,?,?,10,29,7,3,?,1,?,?,?,1,?,23,36,1,28,21,19,?,?,?,18,31,?,36,9,22,1,19,7,1,17,3,?,7,1,5,11,2,4,1,22,?,15,18,?,?,?,32,?,1,21,?,?,?,12,33,6,?,?,1,4,25,1,?,?,?,4,?,24,?,7,?,?
L52_Lunda,17,13,11,40,?,1,52,15,19,21,2,1,34,?,44,46,?,1,1,1,4,1,22,?,2,?,?,10,30,7,38,?,1,?,40,?,30,?,14,6,1,29,1,19,?,?,?,18,22,?,36,26,24,40,24,20,5,16,4,?,7,1,5,11,2,4,1,22,?,4,18,?,?,?,1,?,1,21,?,?,?,28,46,6,?,?,1,4,25,1,?,?,?,4,?,24,?,32,?,?
K11_Ciokwe,25,1,11,40,?,1,7,14,19,26,2,1,36,?,37,44,?,1,1,1,4,1,22,?,2,?,?,10,30,7,3,?,1,?,35,?,30,?,2,37,15,25,22,26,?,?,?,24,22,?,37,26,1,46,24,33,5,16,4,?,20,1,5,12,2,4,1,22,?,4,18,?,?,?,1,?,1,21,?,?,?,12,33,6,?,?,1,4,25,1,?,?,?,4,?,24,?,33,?,?
K14_Lwena,1,?,11,40,?,1,7,14,19,26,2,1,23,?,44,44,?,11,1,1,4,1,23,?,2,?,?,10,30,36,3,?,1,?,40,?,30,?,23,37,3,25,1,26,?,?,?,24,32,?,27,26,22,49,24,26,5,6,4,?,7,1,5,12,2,4,1,22,?,4,18,?,?,?,1,?,1,21,?,?,?,12,24,6,?,?,1,4,25,1,?,?,?,6,?,24,?,33,?,?
K15_Mbunda,2,1,11,40,?,26,53,14,19,26,22,1,37,?,37,44,?,11,15,1,4,1,22,?,2,?,?,10,31,7,3,?,1,?,3,?,30,?,2,37,3,25,22,26,?,?,?,24,32,?,27,25,22,49,24,2,1,16,4,?,7,1,5,11,2,18,1,22,?,4,18,?,?,?,9,?,1,21,?,?,?,9,33,6,?,?,14,4,1,1,?,?,?,4,?,27,?,7,?,?
K21_Lozi,1,20,40,44,21,35,54,2,1,28,23,1,11,1,49,46,?,11,16,1,14,1,3,4,2,4,26,1,32,7,37,?,25,8,46,4,1,1,2,38,1,29,23,27,?,1,?,27,33,?,27,27,1,50,22,?,5,18,12,5,24,1,25,25,2,4,1,39,?,30,18,1,?,29,34,?,?,21,1,?,?,12,47,24,1,1,1,3,26,11,18,26,21,27,24,30,?,34,?,?
K31_Luyana,1,1,11,44,?,1,7,2,19,26,2,1,14,?,27,8,?,1,1,1,4,1,3,?,2,?,?,1,33,7,37,?,11,?,40,?,1,?,2,6,3,25,1,19,?,?,?,27,11,?,38,28,1,?,24,2,5,18,4,?,7,1,5,12,2,4,1,39,?,4,18,?,?,?,1,?,?,21,?,?,?,12,5,6,?,?,1,4,25,11,?,?,?,4,?,24,?,7,?,?
K33_Kwangali,1,1,41,40,?,36,7,14,19,29,2,1,14,?,50,47,?,1,1,1,4,1,24,?,2,?,?,10,31,37,37,?,11,?,40,?,16,?,23,6,3,25,1,?,?,?,?,18,8,?,27,29,1,49,24,20,5,16,4,?,7,1,5,12,2,4,1,40,?,31,18,?,?,?,35,?,14,21,?,?,?,9,5,6,?,?,14,4,1,1,?,?,?,?,?,27,?,7,?,?
K332_Rumanyo,1,1,11,40,38,36,7,14,19,29,2,?,38,1,50,8,13,12,1,1,4,1,24,4,2,20,1,10,31,37,37,1,1,1,40,4,1,19,?,6,3,25,1,26,17,1,19,18,8,18,27,29,1,49,24,?,5,6,4,5,7,1,5,12,?,4,1,41,5,4,18,1,5,2,1,3,1,21,1,1,21,12,5,6,1,1,14,4,25,11,19,40,2,?,2,27,10,?,?,?
R11_Umbundu,2,1,29,45,37,1,7,14,1,29,2,1,23,1,51,8,20,1,1,1,4,1,25,5,2,?,26,26,33,7,37,?,17,1,45,4,32,19,2,36,3,25,1,26,17,1,2,18,8,32,27,30,1,51,24,2,21,6,13,?,7,1,5,5,2,4,1,42,5,4,18,1,?,2,1,?,1,21,1,13,4,12,24,6,1,1,1,4,1,1,?,37,14,4,2,27,30,7,29,19
R21_Kwanyama,26,1,11,45,21,37,7,14,1,29,2,1,14,?,50,8,?,1,1,1,4,1,10,?,2,?,?,10,33,7,37,?,1,?,40,?,1,19,2,6,3,30,1,26,28,?,?,18,8,?,27,26,1,49,24,2,5,16,4,?,7,1,5,12,2,4,1,22,?,4,18,?,?,?,?,?,13,21,1,?,?,9,33,6,?,?,14,4,1,1,?,?,?,4,?,24,?,7,?,?
R22_Ndonga,1,1,29,40,?,38,7,14,1,30,2,14,14,?,52,8,?,13,1,1,4,1,10,?,2,?,?,10,33,7,37,?,1,?,40,?,1,?,23,39,1,25,1,28,?,?,?,18,8,?,39,26,1,49,24,2,5,16,4,?,7,1,5,12,2,4,1,22,?,32,18,?,?,?,32,?,13,21,?,?,?,9,33,6,?,?,14,4,1,1,?,?,?,4,?,24,?,13,?,?
R31_Herero,1,1,11,46,?,39,7,14,1,30,2,1,14,?,53,8,?,11,1,1,4,1,10,?,2,?,?,1,33,7,37,?,1,?,40,?,32,?,2,40,1,25,1,29,?,?,?,18,8,?,27,31,1,49,24,2,5,6,4,?,7,1,5,12,2,4,1,22,?,4,18,?,?,?,1,?,22,21,?,?,?,12,5,6,?,?,14,4,1,1,?,?,?,4,?,27,?,35,?,38
L12b_Holu,2,1,42,47,?,1,7,14,19,31,2,1,14,?,29,44,?,1,1,1,3,1,3,?,2,?,?,10,3,37,3,?,1,?,47,?,30,?,2,37,1,25,1,26,?,?,?,24,3,?,27,32,1,47,24,?,5,6,4,?,7,1,5,?,2,4,1,32,?,15,18,?,?,?,36,?,1,21,?,?,?,13,24,6,?,?,1,4,1,1,?,?,?,9,?,24,?,13,?,?
